Program,Version,Program build date,Command line,Start time,Stop time,Elapsed time (seconds),Status
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_7.las Data\LLY\Output\normalized\stand_7.las 335642.86 4982617.813 335665.386 4982640.327","Tue Jul 22 13:43:22 2025","Tue Jul 22 13:43:22 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_8.las Data\LLY\Output\normalized\stand_8.las 335592.366 4982742.316 335614.851 4982764.806","Tue Jul 22 13:43:22 2025","Tue Jul 22 13:43:22 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /new /id /verbose Data\LLY\Output\normalized\stand_1.las Data\LLY\Output\normalized\stand_2.las Data\LLY\Output\normalized\stand_3.las Data\LLY\Output\normalized\stand_4.las Data\LLY\Output\normalized\stand_5.las Data\LLY\Output\normalized\stand_6.las Data\LLY\Output\normalized\stand_7.las Data\LLY\Output\normalized\stand_8.las Data\LLY\Output\normalized\stand_metrics.csv","Tue Jul 22 13:44:15 2025","Tue Jul 22 13:44:16 2025",1,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_1.las Data\LLY\Output\normalized\stand_1_metrics.csv","Tue Jul 22 13:44:16 2025","Tue Jul 22 13:44:16 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_2.las Data\LLY\Output\normalized\stand_2_metrics.csv","Tue Jul 22 13:44:16 2025","Tue Jul 22 13:44:16 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_3.las Data\LLY\Output\normalized\stand_3_metrics.csv","Tue Jul 22 13:44:16 2025","Tue Jul 22 13:44:16 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_4.las Data\LLY\Output\normalized\stand_4_metrics.csv","Tue Jul 22 13:44:16 2025","Tue Jul 22 13:44:16 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_5.las Data\LLY\Output\normalized\stand_5_metrics.csv","Tue Jul 22 13:44:16 2025","Tue Jul 22 13:44:16 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_6.las Data\LLY\Output\normalized\stand_6_metrics.csv","Tue Jul 22 13:44:16 2025","Tue Jul 22 13:44:17 2025",1,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_7.las Data\LLY\Output\normalized\stand_7_metrics.csv","Tue Jul 22 13:44:17 2025","Tue Jul 22 13:44:17 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_8.las Data\LLY\Output\normalized\stand_8_metrics.csv","Tue Jul 22 13:44:17 2025","Tue Jul 22 13:44:17 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:44:52 2025","Tue Jul 22 13:44:52 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:44:52 2025","Tue Jul 22 13:44:52 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_2.las Data\LLY\Output\normalized\stand_2.las 335491.217 4982823.948 335513.731 4982846.465","Tue Jul 22 13:44:52 2025","Tue Jul 22 13:44:52 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_3.las Data\LLY\Output\normalized\stand_3.las 335529.442 4982781.409 335551.914 4982803.915","Tue Jul 22 13:44:52 2025","Tue Jul 22 13:44:52 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_4.las Data\LLY\Output\normalized\stand_4.las 335564.038 4982694.778 335586.525 4982717.318","Tue Jul 22 13:44:52 2025","Tue Jul 22 13:44:52 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_5.las Data\LLY\Output\normalized\stand_5.las 335555.924 4982644.391 335578.42 4982666.928","Tue Jul 22 13:44:52 2025","Tue Jul 22 13:44:52 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_6.las Data\LLY\Output\normalized\stand_6.las 335601.155 4982648.062 335623.627 4982670.575","Tue Jul 22 13:44:53 2025","Tue Jul 22 13:44:53 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_7.las Data\LLY\Output\normalized\stand_7.las 335642.86 4982617.813 335665.386 4982640.327","Tue Jul 22 13:44:53 2025","Tue Jul 22 13:44:53 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_8.las Data\LLY\Output\normalized\stand_8.las 335592.366 4982742.316 335614.851 4982764.806","Tue Jul 22 13:44:53 2025","Tue Jul 22 13:44:53 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /new /id /verbose Data\LLY\Output\normalized\stand_1.las Data\LLY\Output\normalized\stand_2.las Data\LLY\Output\normalized\stand_3.las Data\LLY\Output\normalized\stand_4.las Data\LLY\Output\normalized\stand_5.las Data\LLY\Output\normalized\stand_6.las Data\LLY\Output\normalized\stand_7.las Data\LLY\Output\normalized\stand_8.las Data\LLY\Output\normalized\stand_metrics.csv","Tue Jul 22 13:44:59 2025","Tue Jul 22 13:44:59 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_1.las Data\LLY\Output\normalized\stand_1_metrics.csv","Tue Jul 22 13:44:59 2025","Tue Jul 22 13:45:00 2025",1,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_2.las Data\LLY\Output\normalized\stand_2_metrics.csv","Tue Jul 22 13:45:00 2025","Tue Jul 22 13:45:00 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_3.las Data\LLY\Output\normalized\stand_3_metrics.csv","Tue Jul 22 13:45:00 2025","Tue Jul 22 13:45:00 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_4.las Data\LLY\Output\normalized\stand_4_metrics.csv","Tue Jul 22 13:45:00 2025","Tue Jul 22 13:45:00 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_5.las Data\LLY\Output\normalized\stand_5_metrics.csv","Tue Jul 22 13:45:00 2025","Tue Jul 22 13:45:00 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_6.las Data\LLY\Output\normalized\stand_6_metrics.csv","Tue Jul 22 13:45:00 2025","Tue Jul 22 13:45:00 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_7.las Data\LLY\Output\normalized\stand_7_metrics.csv","Tue Jul 22 13:45:01 2025","Tue Jul 22 13:45:01 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_8.las Data\LLY\Output\normalized\stand_8_metrics.csv","Tue Jul 22 13:45:01 2025","Tue Jul 22 13:45:01 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:50:07 2025","Tue Jul 22 13:50:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:50:07 2025","Tue Jul 22 13:50:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_2.las Data\LLY\Output\normalized\stand_2.las 335491.217 4982823.948 335513.731 4982846.465","Tue Jul 22 13:50:07 2025","Tue Jul 22 13:50:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_3.las Data\LLY\Output\normalized\stand_3.las 335529.442 4982781.409 335551.914 4982803.915","Tue Jul 22 13:50:07 2025","Tue Jul 22 13:50:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_4.las Data\LLY\Output\normalized\stand_4.las 335564.038 4982694.778 335586.525 4982717.318","Tue Jul 22 13:50:07 2025","Tue Jul 22 13:50:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_5.las Data\LLY\Output\normalized\stand_5.las 335555.924 4982644.391 335578.42 4982666.928","Tue Jul 22 13:50:08 2025","Tue Jul 22 13:50:08 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_6.las Data\LLY\Output\normalized\stand_6.las 335601.155 4982648.062 335623.627 4982670.575","Tue Jul 22 13:50:08 2025","Tue Jul 22 13:50:08 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_7.las Data\LLY\Output\normalized\stand_7.las 335642.86 4982617.813 335665.386 4982640.327","Tue Jul 22 13:50:08 2025","Tue Jul 22 13:50:08 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_8.las Data\LLY\Output\normalized\stand_8.las 335592.366 4982742.316 335614.851 4982764.806","Tue Jul 22 13:50:08 2025","Tue Jul 22 13:50:08 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /new /id /verbose Data\LLY\Output\normalized\stand_1.las Data\LLY\Output\normalized\stand_2.las Data\LLY\Output\normalized\stand_3.las Data\LLY\Output\normalized\stand_4.las Data\LLY\Output\normalized\stand_5.las Data\LLY\Output\normalized\stand_6.las Data\LLY\Output\normalized\stand_7.las Data\LLY\Output\normalized\stand_8.las Data\LLY\Output\normalized\stand_metrics.csv","Tue Jul 22 13:50:46 2025","Tue Jul 22 13:50:46 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_2.las Data\LLY\Output\normalized\stand_2_metrics.csv","Tue Jul 22 13:50:46 2025","Tue Jul 22 13:50:46 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_3.las Data\LLY\Output\normalized\stand_3_metrics.csv","Tue Jul 22 13:50:46 2025","Tue Jul 22 13:50:46 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_4.las Data\LLY\Output\normalized\stand_4_metrics.csv","Tue Jul 22 13:50:46 2025","Tue Jul 22 13:50:46 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_5.las Data\LLY\Output\normalized\stand_5_metrics.csv","Tue Jul 22 13:50:46 2025","Tue Jul 22 13:50:47 2025",1,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_6.las Data\LLY\Output\normalized\stand_6_metrics.csv","Tue Jul 22 13:50:47 2025","Tue Jul 22 13:50:47 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_7.las Data\LLY\Output\normalized\stand_7_metrics.csv","Tue Jul 22 13:50:47 2025","Tue Jul 22 13:50:47 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_8.las Data\LLY\Output\normalized\stand_8_metrics.csv","Tue Jul 22 13:50:47 2025","Tue Jul 22 13:50:47 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:51:08 2025","Tue Jul 22 13:51:08 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:51:08 2025","Tue Jul 22 13:51:08 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_2.las Data\LLY\Output\normalized\stand_2.las 335491.217 4982823.948 335513.731 4982846.465","Tue Jul 22 13:51:08 2025","Tue Jul 22 13:51:08 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_3.las Data\LLY\Output\normalized\stand_3.las 335529.442 4982781.409 335551.914 4982803.915","Tue Jul 22 13:51:08 2025","Tue Jul 22 13:51:09 2025",1,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_4.las Data\LLY\Output\normalized\stand_4.las 335564.038 4982694.778 335586.525 4982717.318","Tue Jul 22 13:51:09 2025","Tue Jul 22 13:51:09 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_5.las Data\LLY\Output\normalized\stand_5.las 335555.924 4982644.391 335578.42 4982666.928","Tue Jul 22 13:51:09 2025","Tue Jul 22 13:51:09 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_6.las Data\LLY\Output\normalized\stand_6.las 335601.155 4982648.062 335623.627 4982670.575","Tue Jul 22 13:51:09 2025","Tue Jul 22 13:51:09 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_7.las Data\LLY\Output\normalized\stand_7.las 335642.86 4982617.813 335665.386 4982640.327","Tue Jul 22 13:51:09 2025","Tue Jul 22 13:51:09 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_8.las Data\LLY\Output\normalized\stand_8.las 335592.366 4982742.316 335614.851 4982764.806","Tue Jul 22 13:51:09 2025","Tue Jul 22 13:51:09 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:51:18 2025","Tue Jul 22 13:51:18 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:51:18 2025","Tue Jul 22 13:51:18 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_2.las Data\LLY\Output\normalized\stand_2.las 335491.217 4982823.948 335513.731 4982846.465","Tue Jul 22 13:51:18 2025","Tue Jul 22 13:51:18 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_3.las Data\LLY\Output\normalized\stand_3.las 335529.442 4982781.409 335551.914 4982803.915","Tue Jul 22 13:51:18 2025","Tue Jul 22 13:51:18 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_4.las Data\LLY\Output\normalized\stand_4.las 335564.038 4982694.778 335586.525 4982717.318","Tue Jul 22 13:51:18 2025","Tue Jul 22 13:51:19 2025",1,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_5.las Data\LLY\Output\normalized\stand_5.las 335555.924 4982644.391 335578.42 4982666.928","Tue Jul 22 13:51:19 2025","Tue Jul 22 13:51:19 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_6.las Data\LLY\Output\normalized\stand_6.las 335601.155 4982648.062 335623.627 4982670.575","Tue Jul 22 13:51:19 2025","Tue Jul 22 13:51:19 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_7.las Data\LLY\Output\normalized\stand_7.las 335642.86 4982617.813 335665.386 4982640.327","Tue Jul 22 13:51:19 2025","Tue Jul 22 13:51:19 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_8.las Data\LLY\Output\normalized\stand_8.las 335592.366 4982742.316 335614.851 4982764.806","Tue Jul 22 13:51:19 2025","Tue Jul 22 13:51:19 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /new /id /verbose Data\LLY\Output\normalized\stand_1.las Data\LLY\Output\normalized\stand_2.las Data\LLY\Output\normalized\stand_3.las Data\LLY\Output\normalized\stand_4.las Data\LLY\Output\normalized\stand_5.las Data\LLY\Output\normalized\stand_6.las Data\LLY\Output\normalized\stand_7.las Data\LLY\Output\normalized\stand_8.las Data\LLY\Output\normalized\stand_metrics.csv","Tue Jul 22 13:51:33 2025","Tue Jul 22 13:51:33 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_2.las Data\LLY\Output\normalized\stand_2_metrics.csv","Tue Jul 22 13:51:33 2025","Tue Jul 22 13:51:33 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:52:06 2025","Tue Jul 22 13:52:07 2025",1,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_1.las Data\LLY\Output\normalized\stand_1.las 335533.912 4982858.955 335556.421 4982881.421","Tue Jul 22 13:52:07 2025","Tue Jul 22 13:52:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_2.las Data\LLY\Output\normalized\stand_2.las 335491.217 4982823.948 335513.731 4982846.465","Tue Jul 22 13:52:07 2025","Tue Jul 22 13:52:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_3.las Data\LLY\Output\normalized\stand_3.las 335529.442 4982781.409 335551.914 4982803.915","Tue Jul 22 13:52:07 2025","Tue Jul 22 13:52:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_4.las Data\LLY\Output\normalized\stand_4.las 335564.038 4982694.778 335586.525 4982717.318","Tue Jul 22 13:52:07 2025","Tue Jul 22 13:52:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_5.las Data\LLY\Output\normalized\stand_5.las 335555.924 4982644.391 335578.42 4982666.928","Tue Jul 22 13:52:07 2025","Tue Jul 22 13:52:07 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_6.las Data\LLY\Output\normalized\stand_6.las 335601.155 4982648.062 335623.627 4982670.575","Tue Jul 22 13:52:08 2025","Tue Jul 22 13:52:08 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_7.las Data\LLY\Output\normalized\stand_7.las 335642.86 4982617.813 335665.386 4982640.327","Tue Jul 22 13:52:08 2025","Tue Jul 22 13:52:08 2025",0,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","- Nova Scotia Community College\AGRG\Fusion\clipdata64.exe"  /height /dtm:Data\LLY\Output\ground.dtm Data\LLY\Output\stand_8.las Data\LLY\Output\normalized\stand_8.las 335592.366 4982742.316 335614.851 4982764.806","Tue Jul 22 13:52:08 2025","Tue Jul 22 13:52:08 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /new /id /verbose Data\LLY\Output\normalized\stand_2.las Data\LLY\Output\normalized\stand_metrics.csv","Tue Jul 22 13:52:37 2025","Tue Jul 22 13:52:37 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /new /id /verbose Data\LLY\Output\normalized\stand_1.las Data\LLY\Output\normalized\stand_3.las Data\LLY\Output\normalized\stand_4.las Data\LLY\Output\normalized\stand_5.las Data\LLY\Output\normalized\stand_6.las Data\LLY\Output\normalized\stand_7.las Data\LLY\Output\normalized\stand_8.las Data\LLY\Output\normalized\stand_9.las Data\LLY\Output\normalized\stand_metrics.csv","Tue Jul 22 13:53:40 2025","Tue Jul 22 13:53:40 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_3.las Data\LLY\Output\normalized\stand_3_metrics.csv","Tue Jul 22 13:53:40 2025","Tue Jul 22 13:53:40 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_4.las Data\LLY\Output\normalized\stand_4_metrics.csv","Tue Jul 22 13:53:40 2025","Tue Jul 22 13:53:40 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_5.las Data\LLY\Output\normalized\stand_5_metrics.csv","Tue Jul 22 13:53:40 2025","Tue Jul 22 13:53:40 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_6.las Data\LLY\Output\normalized\stand_6_metrics.csv","Tue Jul 22 13:53:40 2025","Tue Jul 22 13:53:40 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_7.las Data\LLY\Output\normalized\stand_7_metrics.csv","Tue Jul 22 13:53:41 2025","Tue Jul 22 13:53:41 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_8.las Data\LLY\Output\normalized\stand_8_metrics.csv","Tue Jul 22 13:53:41 2025","Tue Jul 22 13:53:41 2025",0,Success
"CloudMetrics",2.76,"Sep  5 2024 15:12:39"," /id /verbose Data\LLY\Output\normalized\stand_9.las Data\LLY\Output\normalized\stand_9_metrics.csv","Tue Jul 22 13:53:41 2025","Tue Jul 22 13:53:41 2025",0,Success
